id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,main_artist
55sjCMeQM26VxbNHhMtj2b,Going to California - 1990 Remaster,58,211467,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/8/71,0.495,0.237,2,-17.701,1,0.0333,0.892,0.00638,0.0865,0.541,77.376,4,Zeppelin
5epx5YtoMbV0GrL9qx9kVY,(I Got That) Boom Boom (feat. Ying Yang Twins),56,289400,0,"['Britney Spears', 'Ying Yang Twins']","['26dSoYclwsYLMAKD3tpOr4', '44PA0rCQXikgOWbfY7Fq7m']",11/13/03,0.8640000000000001,0.87,8,-2.77,1,0.147,0.11900000000000001,0,0.508,0.8370000000000001,109.98700000000001,4,Britney
3eZcV1AcZQqGryhQFsfECx,Nobody's Fault but Mine - Remaster,33,388093,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],3/31/76,0.235,0.767,9,-9.435,1,0.0879,0.0502,0.145,0.21,0.45899999999999996,188.90400000000002,4,Zeppelin
7udsBKuqnJ5csWTAkR0vEI,We'll Be Fine,58,247947,1,"['Drake', 'Birdman']","['3TVXtAsR1Inumwj472S9r4', '35sCXuy5gN6Or69rZ9vqBs']",11/15/11,0.386,0.488,1,-7.303,0,0.42200000000000004,0.00171,0,0.64,0.217,193.39700000000002,4,Drake
2g7iUTiLRue30KAXnesFgt,Trampled Under Foot - 1990 Remaster,57,335467,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],2/24/75,0.55,0.835,7,-8.632,0,0.0487,0.163,0.179,0.0864,0.8079999999999999,111.25,4,Zeppelin
1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),77,237918,1,"['Future', 'Drake']","['1RyvyyTE3xzB2ZywiAwp0i', '3TVXtAsR1Inumwj472S9r4']",5/15/20,0.795,0.574,2,-6.903,0,0.48700000000000004,0.067,0,0.15,0.537,142.053,4,Drake
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,81,298941,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],3/18/17,0.809,0.46299999999999997,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,4,Drake
0CrseEjTnYoB625tKoUowp,You Shook Me - 1993 Remaster,53,388093,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1/12/69,0.36700000000000005,0.48100000000000004,11,-12.915,0,0.0626,0.662,0.0237,0.13699999999999998,0.38299999999999995,155.96,3,Zeppelin
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,73,240653,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],5/6/16,0.5820000000000001,0.677,7,-7.081,1,0.172,0.0312,6.6e-06,0.122,0.205,193.81799999999998,4,Drake
4CtkDiFsFUZQiQODJNL1Tc,Everytime - Remastered,44,230213,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],11/9/09,0.57,0.273,3,-13.412,1,0.0306,0.97,4.41e-05,0.126,0.122,109.53,4,Britney
7lDUgEhAtLsPpnWxtGqDes,I Can't Quit You Baby - 1990 Remaster,21,258133,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/19/82,0.36200000000000004,0.763,2,-9.349,1,0.10800000000000001,0.0274,0.115,0.107,0.51,143.434,3,Zeppelin
27GmP9AWRs744SzKcpJsTZ,Jumpman,74,205879,1,"['Drake', 'Future']","['3TVXtAsR1Inumwj472S9r4', '1RyvyyTE3xzB2ZywiAwp0i']",9/20/15,0.852,0.5529999999999999,1,-7.286,1,0.187,0.0559,0,0.332,0.6559999999999999,142.079,4,Drake
0D58ERdLBDRgT86BPnH8ps,Black Dog - Remaster,50,295387,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/8/71,0.43700000000000006,0.8640000000000001,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.7490000000000001,81.39399999999999,4,Zeppelin
70gbuMqwNBE2Y5rkQJE9By,Going to California - Remaster,68,212161,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/8/71,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,4,Zeppelin
1DSJNBNhGZCigg9ll5VeZv,(You Drive Me) Crazy,64,198067,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],1/12/99,0.748,0.9390000000000001,0,-4.288,0,0.0341,0.0534,0,0.32,0.96,104.001,4,Britney
3fpTMuD1u3gJlVI4FadVHs,Fancy,58,319387,1,"['Drake', 'T.I.', 'Swizz Beatz']","['3TVXtAsR1Inumwj472S9r4', '4OBJLual30L7gRl5UkeRcT', '2cADQgiLMjNhbsfeN52Bf3']",1/1/10,0.53,0.884,0,-5.581,0,0.457,0.332,1.98e-06,0.355,0.28,87.194,4,Drake
6ldwfK0yWgTAlmIfuQkTYN,I'm a Slave 4 U,72,203600,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],10/31/01,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,4,Britney
1rX5L6pyl3rVWb55D8Cprr,Gold Roses (feat. Drake),69,349600,1,"['Rick Ross', 'Drake']","['1sBkRIssrMs1AbVkOJbc7a', '3TVXtAsR1Inumwj472S9r4']",8/15/19,0.502,0.633,1,-5.8,1,0.419,0.00991,0,0.389,0.552,83.226,4,Drake
2hcohLIysMxofYziluXCoX,Ignant Shit (feat. Lil Wayne),59,302492,1,"['Drake', 'Lil Wayne']","['3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865']",2009,0.591,0.846,7,-3.687,1,0.276,0.18600000000000003,0,0.46299999999999997,0.121,94.795,4,Drake
1v36HYXANccZtcvOiTFGBf,Piece of Me,3,211213,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],11/14/08,0.774,0.623,11,-5.788,1,0.244,0.0771,0,0.10099999999999999,0.7979999999999999,115.022,4,Britney
6EC5hHjYlwVmj8cpjSjJWA,"Deuces Remix (feat. Drake, T.I., Kanye West, Fabolous, Rick Ross & André 3000)",50,403787,1,"['Chris Brown', 'Drake', 'T.I.', 'Kanye West', 'Fabolous', 'Rick Ross', 'André 3000']","['7bXgB6jMjp9ATFy66eO08Z', '3TVXtAsR1Inumwj472S9r4', '4OBJLual30L7gRl5UkeRcT', '5K4W6rqBFWDnAN6FQUkS6x', '0YWxKQj2Go9CGHCp77UOyy', '1sBkRIssrMs1AbVkOJbc7a', '74V3dE1a51skRkdII8y2C6']",6/25/10,0.657,0.6409999999999999,1,-5.152,1,0.295,0.292,0,0.0883,0.256,148.261,4,Drake
6rfvuWLzWCHZD2HCsmapSk,The Battle of Evermore - 1990 Remaster,39,351667,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/8/71,0.42100000000000004,0.54,4,-13.291,0,0.0362,0.634,0.00151,0.062,0.342,146.733,4,Zeppelin
5Ggfa9cpkpfp5D6Rg0Yyw1,Come Thru,57,236360,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],1/1/13,0.47200000000000003,0.46799999999999997,3,-5.815,1,0.184,0.163,0,0.586,0.40399999999999997,81.94,4,Drake
524wvipGqxPKYWxkjf9y46,Little Bit (feat. Lykke Li),54,230484,1,"['Drake', 'Lykke Li']","['3TVXtAsR1Inumwj472S9r4', '6oBm8HB0yfrIc9IHbxs6in']",2009,0.758,0.888,11,-4.899,0,0.0374,0.0999,0.0336,0.6609999999999999,0.7709999999999999,120.39200000000001,4,Drake
4fixebDZAVToLbUCuEloa2,Womanizer,79,224400,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],12/2/08,0.7240000000000001,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,4,Britney
4Tgu3ZndKjciMXUBd4Hx57,The Crunge - 1993 Remaster,33,195333,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],3/28/73,0.539,0.8190000000000001,2,-8.708,1,0.129,0.10300000000000001,0,0.204,0.929,112.572,5,Zeppelin
0QwZfbw26QeUoIy82Z2jYp,Good Times Bad Times - 1993 Remaster,70,166267,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1/12/69,0.47600000000000003,0.7170000000000001,9,-9.192,1,0.0949,0.0382,7.609999999999999e-05,0.0818,0.753,93.584,4,Zeppelin
4OZDylnKWkF8xh9LEXE0zl,Living Loving Maid (She's Just a Woman) - Remaster,1,159301,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],10/22/69,0.475,0.8079999999999999,9,-8.859,1,0.037000000000000005,0.000942,7.97e-06,0.146,0.8959999999999999,152.09799999999998,4,Zeppelin
4ZkhFcoS3apzze9w2yI9NO,Thank You - 1990 Remaster,57,289467,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],10/22/69,0.316,0.27,7,-14.429,1,0.059000000000000004,0.171,0.00225,0.165,0.0956,78.476,4,Zeppelin
3ugy4UZMgDleeBReUjtqP9,Four Sticks - 1993 Remaster,35,284960,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/8/71,0.51,0.775,2,-11.303,1,0.0607,0.0365,0.773,0.092,0.444,107.001,1,Zeppelin
59Zl5fFDhkGhFv0TGeyqbv,Black Dog - Basic Track with Guitar Overdubs,44,274640,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/8/71,0.418,0.6559999999999999,2,-9.908,1,0.0522,0.29100000000000004,0.0119,0.113,0.6609999999999999,80.87100000000001,4,Zeppelin
5qxk29klthBlLT42dzimO7,Ozone Baby - Remaster,32,216360,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/19/82,0.556,0.878,2,-7.561,1,0.0351,0.033,0.000449,0.24,0.961,141.75799999999998,4,Zeppelin
5tLacvgGxftjiWhddXuUn5,The Wanton Song - Remaster,37,248721,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],2/24/75,0.498,0.746,2,-8.958,0,0.0471,0.00414,0.0249,0.10800000000000001,0.561,110.815,4,Zeppelin
6unmtLYQ2LQ1Cg4IdAiU9g,Nobody's Fault but Mine - Remaster,41,388093,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],3/31/76,0.235,0.767,9,-9.435,1,0.0879,0.0502,0.145,0.21,0.45899999999999996,188.90400000000002,4,Zeppelin
3Ch9zofxkeb5Dh1poeEhF8,In the Light - 1990 Remaster,51,526587,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],2/24/75,0.309,0.337,2,-12.801,1,0.0385,0.0699,0.000611,0.0421,0.0949,127.212,4,Zeppelin
3BtuIIrQlkujKPuWF2B85z,Too Good,73,263373,1,"['Drake', 'Rihanna']","['3TVXtAsR1Inumwj472S9r4', '5pKCCKE2ajJHZ9KAiaK11H']",5/6/16,0.794,0.653,7,-7.839,1,0.10400000000000001,0.0489,4.88e-05,0.1,0.397,117.99600000000001,4,Drake
5G7uLHtoEW140QOcBpJlfz,What Is and What Should Never Be - 1990 Remaster,57,283973,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],10/22/69,0.34,0.47200000000000003,9,-12.939,1,0.0473,0.275,0,0.0843,0.5329999999999999,78.086,4,Zeppelin
3AKELG5VNBxeRt4b42hRjI,Celebration Day - (Live at MSG 1973) [Remaster],37,217613,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],10/22/76,0.262,0.9790000000000001,2,-6.804,1,0.12,6.05e-05,0.00271,0.23600000000000002,0.1,131.255,4,Zeppelin
6CtTQxzJXMQuujhe0RX3UL,Black Dog - (Live at MSG 1973) [Remaster],41,226280,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],10/22/76,0.177,0.9620000000000001,9,-6.298,1,0.182,0.000149,0.068,0.953,0.44799999999999995,165.048,4,Zeppelin
5K2yYEoc9ljOlzoMnhQSgm,Hot Dog - Remaster,37,198547,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],8/15/79,0.589,0.958,7,-7.443,1,0.0406,0.0754,7.37e-05,0.35200000000000004,0.7340000000000001,116.925,3,Zeppelin
2WWaTlRUhwOOMtd1yaQISN,Baby Come on Home - Remastered,35,269960,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/19/82,0.42100000000000004,0.535,0,-10.793,1,0.0565,0.445,0.000115,0.132,0.42200000000000004,131.7,3,Zeppelin
50B4cVWKkqpSTxWG9xhMXo,We're Gonna Groove - Remaster,34,158413,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/19/82,0.285,0.878,2,-8.26,1,0.13,0.0212,0.0409,0.145,0.484,81.594,3,Zeppelin
7Dyq1bhhjknLKEGg4k5NLr,Hold It Against Me,62,228827,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],3/28/11,0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,132.97299999999998,4,Britney
7qje9qxLncMESiPeI27SAn,Say Something (Featuring Drake),57,240920,0,"['Timbaland', 'Drake']","['5Y5TRrQiqgUO4S36tzjIRZ', '3TVXtAsR1Inumwj472S9r4']",1/1/09,0.555,0.713,11,-4.549,1,0.0911,0.0845,0,0.7120000000000001,0.725,79.934,4,Drake
6WE7jSshLCuVKoCmobVKVf,Heartbreaker - 1990 Remaster,64,254133,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],10/22/69,0.40299999999999997,0.7090000000000001,9,-9.366,1,0.0885,0.0746,0.494,0.132,0.654,97.161,4,Zeppelin
0yVs7eSL8mPnIu2CGKHpUQ,Communication Breakdown - 1990 Remaster,50,147933,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1/12/69,0.39899999999999997,0.946,2,-6.998,1,0.16399999999999998,0.0572,6.77e-06,0.73,0.447,175.00900000000001,4,Zeppelin
59hhEeGGOgoPBVBNp3wxCd,The Song Remains the Same - 1990 Remaster,52,330107,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],3/28/73,0.267,0.78,7,-8.777,1,0.055,0.053,0.192,0.271,0.674,144.292,4,Zeppelin
3aQem4jVGdhtg116TmJnHz,What’s Next,91,178154,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],3/5/21,0.7809999999999999,0.594,0,-6.959,0,0.0485,0.0136,0,0.162,0.0628,129.895,4,Drake
3q2NeHhnBXrsphLcY4Exxj,I Invented Sex (feat. Drake),49,247933,0,"['Trey Songz', 'Drake']","['2iojnBLj0qIMiKPvVhLnsH', '3TVXtAsR1Inumwj472S9r4']",8/31/09,0.69,0.76,0,-4.778,1,0.0587,0.0678,0,0.184,0.46799999999999997,89.958,4,Drake
2ukj6LJD9be1xklQlXmahK,Since I've Been Loving You - Rough Mix,30,437840,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],10/5/70,0.557,0.39899999999999997,5,-9.062,0,0.0397,0.00169,0.000829,0.0987,0.384,121.369,3,Zeppelin
5lFDtgWsjRJu8fPOAyJIAK,Back To Back,69,170638,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],7/31/15,0.893,0.48,1,-3.728,0,0.35600000000000004,0.00855,0,0.11599999999999999,0.382,86.976,4,Drake
45VtNXnnuYnr1DTU8VwpHo,Rock and Roll - Alternate Mix,26,219680,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],2/21/72,0.341,0.9520000000000001,9,-7.045,1,0.0497,0.00258,0.00318,0.0995,0.7140000000000001,169.925,4,Zeppelin
6t2eIONH4Sax3R21QWiKNp,Believe Me,62,337640,1,"['Lil Wayne', 'Drake']","['55Aa2cqylxrFIXC767Z865', '3TVXtAsR1Inumwj472S9r4']",5/28/14,0.8440000000000001,0.491,10,-8.807,0,0.17,0.272,0,0.111,0.196,91.935,4,Drake
7wsmIIm0xWmtP7TmACXkJn,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),73,206702,1,"['Lil Yachty', 'DaBaby', 'Drake']","['6icQOAFXDZKsumw3YXyusw', '4r63FhuTkUYltbVAg5TQnk', '3TVXtAsR1Inumwj472S9r4']",3/9/20,0.836,0.617,0,-4.363,1,0.0534,0.17,0,0.319,0.866,138.066,4,Drake
14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,78,222374,1,"['Summer Walker', 'Drake']","['57LYzLEk2LcFghVwuWbcuS', '3TVXtAsR1Inumwj472S9r4']",10/19/18,0.6559999999999999,0.43200000000000005,6,-9.481,0,0.217,0.44299999999999995,0,0.132,0.0897,97.022,4,Drake
1G0JddH0MHVg4VE03vheBm,Show Me A Good Time,48,210360,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],1/1/10,0.665,0.7340000000000001,6,-6.066,0,0.11699999999999999,0.0385,0,0.11599999999999999,0.706,128.311,4,Drake
49u4hT2jJx1l4u5UeUFMZs,Sick Again - 1993 Remaster,44,282707,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],2/24/75,0.42100000000000004,0.8740000000000001,9,-9.702,1,0.038,0.297,0.0623,0.319,0.61,113.351,4,Zeppelin
4KTsBb2UxDF6xXRUDaAOPS,Walter's Walk - 1993 Remaster,17,270733,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],11/19/82,0.321,0.971,9,-7.541,1,0.0683,0.000781,0.012,0.0864,0.514,174.797,4,Zeppelin
2uZbkta7TdIuEjqfvLGcfw,Dazed And Confused,24,400147,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1969,0.29600000000000004,0.767,11,-5.694,0,0.0707,0.0036,0.0168,0.105,0.349,102.46,4,Zeppelin
69UbAXVf54kgZVy1U7nJY3,...Baby One More Time - Remastered,34,210605,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],11/9/09,0.752,0.7709999999999999,0,-4.104,0,0.0326,0.20199999999999999,0.000247,0.669,0.8959999999999999,92.98,4,Britney
4i09E6a5vOsIIHb7wpyftz,Candy Store Rock - Remaster,36,251373,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],3/31/76,0.57,0.927,0,-8.99,1,0.0398,0.0161,0.000115,0.1,0.789,114.81700000000001,4,Zeppelin
69lH8EQMuHWx9f8QKpiddJ,The Rain Song - Remaster,42,459094,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],3/28/73,0.336,0.318,0,-11.412,1,0.0263,0.317,0.0716,0.111,0.24,79.66,4,Zeppelin
2hXhzBwIcrfQQUdelpLZXH,For Your Life - 1990 Remaster,49,384107,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],3/31/76,0.374,0.7190000000000001,0,-9.336,1,0.177,0.0141,0.000344,0.132,0.6709999999999999,184.18,4,Zeppelin
39HPNIdWUse9mLDio9dxwK,The Song Remains the Same - Remaster,37,329094,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],3/28/73,0.255,0.815,7,-8.197,1,0.0545,0.0747,0.47100000000000003,0.22699999999999998,0.6990000000000001,144.549,4,Zeppelin
